STOCKCODE,NAME_ENG,NAME_CHI,BOARD_LOT
2313.HK,SHENZHOU INTL,申洲國際,1000
2314.HK,LEE & MAN PAPER,理文造紙,1000
2317.HK,VEDAN INT'L,味丹國際,4000
2318.HK,PING AN,中國平安,500
2319.HK,MENGNIU DAIRY,蒙牛乳業,1000
2320.HK,HOP FUNG GROUP,合豐集團,2000
2322.HK,NOBLE CENTURY,仁瑞投資,8000
2323.HK,CHINA HKBRIDGE,中國港橋,2000
2326.HK,BEP INT'L HOLD,百靈達國際控股,10000
2327.HK,MEILLEUREHEALTH,美瑞健康國際,6000
2328.HK,PICC P&C,中國財險,2000
2329.HK,GUORUI PPT,國瑞置業,1000
2330.HK,CHINA UPTOWN,中國上城,4000
2331.HK,LI NING,李寧,500
2333.HK,GREATWALL MOTOR,長城汽車,500
2336.HK,HAILIANG INTL,海亮國際,10000
2337.HK,UNITED STRENGTH,眾誠能源,1000
2338.HK,WEICHAI POWER,濰柴動力,1000
2339.HK,BWI INT'L,京西國際,2000
2340.HK,SYNERGIS HOLD,昇捷控股,4000
2341.HK,ECOGREEN,中怡國際,2000
2342.HK,COMBA,京信通信,2000
2343.HK,PACIFIC BASIN,太平洋航運,1000
2345.HK,SHANGHAI PRIME,上海集優,2000
2348.HK,DAWNRAYS PHARMA,東瑞製葯,1000
2349.HK,CH CITY INFRA,中國城市基礎設施,4000
2355.HK,BAOYE GROUP,寶業集團,2000
2356.HK,DAHSING BANKING,大新銀行集團,400
2357.HK,AVICHINA,中航科工,1000
2358.HK,JIU RONG HOLD,久融控股,10000
2362.HK,JINCHUAN INTL,金川國際,1000
2366.HK,SMI CULTURE,星美文化旅遊,5000
2368.HK,EAGLE NICE,鷹美,2000
2369.HK,COOLPAD GROUP,酷派集團,4000
2371.HK,CL EDU FIN,創聯教育金融,4000
2378.HK,PRU,保誠,500
2379.HK,ZHONGTIAN INT'L,中天國際,5000
2380.HK,CHINA POWER,中國電力,1000
2382.HK,SUNNY OPTICAL,舜宇光學科技,1000
2383.HK,TOM GROUP,ＴＯＭ集團,2000
2386.HK,SINOPEC SEG,中石化煉化工程,500
2388.HK,BOC HONG KONG,中銀香港,500
2389.HK,BJ ENT M&H,北控醫療健康,6000
2393.HK,YESTAR HEALTH,巨星醫療控股,2500
2398.HK,GOOD FRIEND,友佳國際,2000
2399.HK,FORDOO,虎都,1000
2468.HK,TRONY SOLAR,創益太陽能,1000
2488.HK,LAUNCH TECH,元征科技,500
2588.HK,BOC AVIATION,中銀航空租賃,100
2600.HK,CHALCO,中國鋁業,2000
2601.HK,CPIC,中國太保,200
2607.HK,SH PHARMA,上海醫藥,100
2608.HK,SUNSHINE 100,陽光１００中國,1000
2611.HK,GTJA,國泰君安,200
2623.HK,ADD NEW ENERGY,愛德新能源,2000
2628.HK,CHINA LIFE,中國人壽,1000
2633.HK,JACOBSON PHARMA,雅各臣科研製藥,2000
2638.HK,HKELECTRIC-SS,港燈—ＳＳ,500
2662.HK,CAMSING INTL,承興國際控股,2000
2663.HK,KPA-BM HLDGS,應力控股,10000
2666.HK,UNI MEDICAL,環球醫療,500
2668.HK,PAK TAK INT'L,百德國際,10000
2669.HK,CHINA OVS PPT,中海物業,5000
2678.HK,TEXHONG TEXTILE,天虹紡織,500
2686.HK,AAG ENERGY,亞美能源,1000
2688.HK,ENN ENERGY,新奧能源,1000
2689.HK,ND PAPER,玖龍紙業,1000
2698.HK,WEIQIAO TEXTILE,魏橋紡織,500
2699.HK,XINMING CHINA,新明中國,2000
2700.HK,GREEN INTL HLDG,格林國際控股,20000
2722.HK,CHONGQING M&E,重慶機電,2000
2727.HK,SH ELECTRIC,上海電氣,2000
2728.HK,YUHUA ENERGY,裕華能源,4000
2738.HK,HUAJIN INTL,華津國際控股,2000
2768.HK,JIAYUAN INTL,佳源國際控股,2000
2777.HK,R&F PROPERTIES,富力地產,400
2788.HK,YORKEY OPTICAL,精熙國際,2000
2789.HK,YUANDA CHINA,遠大中國,2000
2799.HK,CHINA HUARONG,中國華融,1000
2863.HK,GOLDEN FAITH GP,高豐集團控股,3000
2866.HK,COSCO SHIP DEV,中遠海發,1000
2868.HK,BJ CAPITAL LAND,首創置業,2000
2869.HK,GREENTOWN SER,綠城服務,2000
2877.HK,SHINEWAY PHARM,神威藥業,1000
2878.HK,SOLOMON SYSTECH,SOLOMON SYSTECH,2000
2880.HK,DALIAN PORT,大連港,2000
2882.HK,HKRH,香港資源控股,4000
2883.HK,CHINA OILFIELD,中海油田服務,2000
2886.HK,BINHAI INV,濱海投資,2000
2888.HK,STANCHART,渣打集團,50
2889.HK,NRI HOLDINGS,鎳資源國際,2000
2898.HK,LONGRUN TEA,龍潤茶,10000
2899.HK,ZIJIN MINING,紫金礦業,2000
2900.HK,CHAMPION TECH,CHAMPION TECH,100
2901.HK,MEGA MED RTS,美加醫學股權,10000
2999.HK,CH JICHENG-OLD,中國集成控股,500
3300.HK,CHINA GLASS,中國玻璃,2000
3301.HK,RONSHINECHINA,融信中國,500
3303.HK,JUTAL OIL SER,巨濤海洋石油服務,2000
3306.HK,JNBY,江南布衣,500
3308.HK,GOLDEN EAGLE,金鷹商貿集團,1000
3311.HK,CHINA STATE CON,中國建築國際,2000
3313.HK,ARTGO HOLDINGS,雅高控股,1000
3315.HK,GOLDPAC GROUP,金邦達寶嘉,1000
3318.HK,CHINA FLAVORS,中國香精香料,2000
3320.HK,CHINARES PHARMA,華潤醫藥,500
3322.HK,WIN HANVERKY,永嘉集團,2000
3323.HK,CNBM,中國建材,2000
3326.HK,PERFECT GROUP,保發集團,3000
3328.HK,BANKCOMM,交通銀行,1000
3329.HK,BOCOM INTL,交銀國際,1000
3330.HK,LINGBAO GOLD,靈寶黃金,2000
3331.HK,VINDA INT'L,維達國際,1000
3332.HK,SINOLIFE UTD,中生聯合,2000
3333.HK,EVERGRANDE,中國恒大,1000
3335.HK,DBA TELECOM,ＤＢＡ電訊,4000
3336.HK,JU TENG INTL,巨騰國際,2000
3337.HK,ANTON OILFIELD,安東油田服務,2000
3339.HK,LONKING,中國龍工,1000
3344.HK,ADDCHANCE,互益集團,2000
3355.HK,ASMC,先進半導體,2000
3360.HK,FE HORIZON,遠東宏信,1000
3363.HK,ZHENGYE INT'L,正業國際,2000
3366.HK,OCT (ASIA),華僑城（亞洲）,2000
3368.HK,PARKSON GROUP,百盛集團,500
3369.HK,QHD PORT,秦港股份,500
3377.HK,SINO-OCEAN GP,遠洋集團,500
3378.HK,XIAMEN PORT,廈門港務,2000
3380.HK,LOGAN PPT,龍光地產,2000
3382.HK,TIANJINPORT DEV,天津港發展,2000
3383.HK,AGILE GROUP,雅居樂集團,2000
3389.HK,HENGDELI,亨得利,4000
3393.HK,WASION GROUP,威勝集團,2000
3395.HK,PERSTA,PERSTA,1000
3396.HK,LEGENDHOLDING,聯想控股,100
3398.HK,CHINA TING,華鼎控股,2000
3399.HK,YUEYUN TRANS,粵運交通,1000
3600.HK,MODERN DENTAL,現代牙科,1000
3606.HK,FUYAO GLASS,福耀玻璃,400
3608.HK,YONGSHENG MAT,永盛新材料,2500
3618.HK,CQRC BANK,重慶農村商業銀行,1000
3623.HK,C SUCCESS FIN,中國金融發展,2000
3626.HK,HSSP INTL,HSSP INTL,2000
3628.HK,RENHENG ENT,仁恒實業控股,4000
3633.HK,ZHONGYU GAS,中裕燃氣,2000
3636.HK,POLY CULTURE,保利文化,100
3638.HK,HUABANG FIN,華邦金融,12000
3639.HK,YIDA CHINA,億達中國,2000
3663.HK,XIEZHONG INTL,協眾國際控股,4000
3666.HK,TANSH,國際天食,2000
3669.HK,YONGDA AUTO,永達汽車,500
3678.HK,HOLLY FUTURES,弘業期貨,1000
3683.HK,GREAT HARVEST,榮豐聯合控股,2500
3686.HK,CLIFFORDML,祈福生活服務,10000
3688.HK,TOP SPRING,萊蒙國際,500
3689.HK,KANGHUA HEALTH,康華醫療,200
3698.HK,HUISHANG BANK,徽商銀行,1000
3708.HK,YAT SING HLDG,日成控股,5000
3709.HK,KORADIOR,珂萊蒂爾,1000
3728.HK,CHING LEE,正利控股,20000
3737.HK,ZHONGZHIPHARM,中智藥業,1000
3768.HK,DCWT,滇池水務,1000
3773.HK,NNK,年年卡,2000
3777.HK,C FIBER OPTIC,中國光纖,2000
3778.HK,CHINA WEAVING,中國織材控股,4000
3788.HK,CHINA HANKING,中國罕王,1000
3789.HK,ROYAL DELUXE,御佳控股,4000
3799.HK,DALI FOODS,達利食品,500
3800.HK,GCL-POLY ENERGY,保利協鑫能源,1000
3808.HK,SINOTRUK,中國重汽,500
3813.HK,POU SHENG INT'L,寶勝國際,1000
3816.HK,KFM KINGDOM,ＫＦＭ金德,4000
3818.HK,CHINA DONGXIANG,中國動向,1000
3822.HK,SAM WOO CONS,三和建築集團,4000
3823.HK,TECH PRO,德普科技,2000
3828.HK,MING FAI INT'L,明輝國際,1000
3830.HK,KIDDIELAND,童園國際,5000
3833.HK,XINXIN MINING,新疆新鑫礦業,1000
3836.HK,HARMONY AUTO,和諧汽車,500
3838.HK,CHINA STARCH,中國澱粉,5000
3839.HK,CT ENTERPRISE,正大企業國際,500
3848.HK,WEALTHY WAY,富道集團,1000
3866.HK,BQD,青島銀行,500
3868.HK,QX PAPER,群星紙業,1000
3869.HK,HOSPITAL CORP,弘和仁愛醫療,200
3882.HK,SKYLIGHT HLDG,天彩控股,1000
3883.HK,CHINA AOYUAN,中國奧園,1000
3886.HK,TOWN HEALTH,康健國際醫療,2000
3888.HK,KINGSOFT,金山軟件,1000
3889.HK,GLOBAL SWEET,大成糖業,2000
3893.HK,CROSSTEC,易緯集團,20000
3898.HK,CRRC TIMES ELEC,中車時代電氣,100
3899.HK,CIMC ENRIC,中集安瑞科,2000
3900.HK,GREENTOWN CHINA,綠城中國,500
3903.HK,HANHUA FIN,瀚華金控,2000
3908.HK,CICC,中金公司,400
3918.HK,NAGACORP,金界控股,2000
3933.HK,UNITED LAB,聯邦制藥,2000
3939.HK,WANGUO MINING,萬國國際礦業,2000
3948.HK,YITAI COAL,伊泰煤炭,100
3958.HK,DFZQ,東方證券,400
3963.HK,RONGZHONG FIN,融眾金融,1000
3966.HK,CH BAOFENG INTL,中國寶豐國際,2000
3968.HK,CM BANK,招商銀行,500
3969.HK,CHINA CRSC,中國通號,1000
3983.HK,CHINA BLUECHEM,中海石油化學,2000
3988.HK,BANK OF CHINA,中國銀行,1000
3989.HK,CAPITAL ENV,首創環境,2000
3993.HK,CMOC,洛陽鉬業,3000
3996.HK,CH ENERGY ENG,中國能源建設,2000
3998.HK,BOSIDENG,波司登,2000
3999.HK,DACHAN FOOD,大成食品,1000
4601.HK,BOC 2014 PREF,BOC 2014 PREF,20000
4603.HK,ICBC USDPREF1,ICBC USDPREF1,10000
4604.HK,ICBC EURPREF1,ICBC EURPREF1,10000
4605.HK,BOCOM 15USDPREF,BOCOM 15USDPREF,10000
4606.HK,CCB 15USDPREF,CCB 15USDPREF,10000
4607.HK,CINDA 16USDPREF,CINDA 16USDPREF,10000
4608.HK,HSBNK 16USDPREF,HSBNK 16USDPREF,10000
4609.HK,CMBC 16USDPREF,CMBC 16USDPREF,10000
4610.HK,CZB 17USDPREF,CZB 17USDPREF,10000
4611.HK,BQD 17USDPREF,BQD 17USDPREF,10000
4612.HK,PSBC 17USDPREF,PSBC 17USDPREF,10000
4613.HK,ZZBNK 17USDPREF,ZZBNK 17USDPREF,10000
4614.HK,CMB 17USDPREF,CMB 17USDPREF,10000
6030.HK,CITIC SEC,中信証券,500
6033.HK,TELECOM DIGIT,電訊數碼控股,1000
6038.HK,G & M HLDGS,信越控股,10000
6060.HK,ZA ONLINE,眾安在?,100
6066.HK,CSC,中信建投証券,500
6068.HK,WISDOM EDU INTL,睿見教育,2000
6080.HK,WING CHI HLDGS,榮智控股,6000
6088.HK,FIT HON TENG,FIT HON TENG,1000
6099.HK,CMSC,招商證券,200
6108.HK,NEW RAY MEDIC,新銳醫藥,8000
6113.HK,UTS MARKETING,UTS MARKETING,2000
6116.HK,LA CHAPELLE,拉夏貝爾,200
6118.HK,AUSTAR,奧星生命科技,1000
6122.HK,JIUTAI RCB,九台農商銀行,1000
6123.HK,ON TIME LOG,先達國際物流,2000
6128.HK,EARTHASIA,泛亞國際,2000
6133.HK,VITAL MOBILE,維太移動,1000
6136.HK,KANGDA ENV,康達環保,1000
6138.HK,HARBIN BANK,哈爾濱銀行,1000
6139.HK,JINMAO HOTEL-SS,金茂酒店—ＳＳ,500
6161.HK,TARGET INS,泰加保險,2000
6163.HK,GEMILANG INTL,彭順國際,2000
6166.HK,CHINA VAST,中國宏泰發展,1000
6168.HK,CHINA U-TON,中國優通,5000
6169.HK,YUHUA EDU,宇華教育,2000
6178.HK,EB SECURITIES,光大證券,200
6183.HK,CH GREENFRESH,中國綠寶,1000
6188.HK,BJ DIGITAL,迪信通,500
6189.HK,ADWAY,愛得威建設集團,500
6196.HK,BANKOFZHENGZHOU,鄭州銀行,1000
6198.HK,QINGDAO PORT,青島港,1000
6808.HK,SUNART RETAIL,高鑫零售,500
6816.HK,PROSPER CONS,瑞港建設,2000
6818.HK,CEB BANK,中國光大銀行,1000
6822.HK,KING'S FLAIR,科勁國際,2000
6823.HK,HKT-SS,香港電訊—ＳＳ,1000
6826.HK,HAOHAI BIOTEC,昊海生物科技,100
6828.HK,BG BLUE SKY,北京燃氣藍天,8000
6830.HK,HUAZHONG IN-V,華眾車載,2000
6833.HK,SINCO PHARMA,興科蓉醫藥,4000
6836.HK,TIANYUN INT'L,天韻國際控股,2000
6837.HK,HAITONG SEC,海通證券,400
6838.HK,WINOX,盈利時,2000
6839.HK,YUNNAN WATER,雲南水務,1000
6858.HK,HONMAGOLF,本間高爾夫,500
6863.HK,HUISHAN DAIRY,輝山乳業,1000
6865.HK,FLAT GLASS,福萊特玻璃,1000
6866.HK,ZUOLI M-FIN,佐力小貸,2000
6868.HK,TENFU,天福,1000
6869.HK,YOFC,長飛光纖光纜,500
6878.HK,DIFFER GROUP,鼎豐集團控股,2000
6880.HK,TEMPUS HOLD,騰邦控股,2000
6881.HK,CGS,中國銀河,500
6882.HK,EGL HOLDINGS,東瀛遊,2000
6885.HK,JINMA ENERGY,金馬能源,1000
6886.HK,HTSC,HTSC,200
6888.HK,FREETECH,英達公路再生科技,1000
6889.HK,DYNAM JAPAN,DYNAM JAPAN,200
6893.HK,HINSANG GROUP,衍生集團,2000
6896.HK,GOLDEN THROAT,金嗓子,500
6898.HK,CHINA ALUMCAN,中國鋁罐,2000
6899.HK,OURGAME,聯眾,1000
80737.HK,HOPEWELL INFR-R,合和公路基建—Ｒ,500
84602.HK,ICBC CNHPREF1-R,ICBC CNHPREF1-R,10000
